y,verein,age,mw,datum_mw,x,marker,TM_URL
475000,Pafos\x20FC,29,\u20AC475Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F45457.png\\x3Flm\\x3D1534711579\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
500000,\u00D6rebro\x20SK,29,\u20AC500Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1056.png\\x3Flm\\x3D1414431756\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
700000,\u00D6rebro\x20SK,29,\u20AC700Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1056.png\\x3Flm\\x3D1414431756\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
600000,Hatta\x20Club,30,\u20AC600Th.,2021-05-27,1622066400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F17195.png\\x3Flm\\x3D1447871173\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
700000,\u00D6rebro\x20SK,30,\u20AC700Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1056.png\\x3Flm\\x3D1414431756\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
75000,Mj\u00E4llby\x20AIF,19,\u20AC75Th.,2014-07-06,1404597600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
50000,Mj\u00E4llby\x20AIF,20,\u20AC50Th.,2015-04-01,1427839200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
75000,Mj\u00E4llby\x20AIF,20,\u20AC75Th.,2015-06-14,1434232800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
50000,Mj\u00E4llby\x20AIF,21,\u20AC50Th.,2015-12-03,1449097200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
0,Mj\u00E4llby\x20AIF,21,\x2D,2016-06-22,1466546400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
0,Mj\u00E4llby\x20AIF,23,\x2D,2018-04-05,1522879200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
400000,Mj\u00E4llby\x20AIF,25,\u20AC400Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
500000,Mj\u00E4llby\x20AIF,26,\u20AC500Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
350000,Mj\u00E4llby\x20AIF,26,\u20AC350Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
350000,Mj\u00E4llby\x20AIF,27,\u20AC350Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/jesper-gustavsson/profil/spieler/223896
50000,Aalborg\x20BK,20,\u20AC50Th.,2008-02-21,1203548400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
200000,Aalborg\x20BK,20,\u20AC200Th.,2008-09-23,1222120800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
250000,Aalborg\x20BK,20,\u20AC250Th.,2008-12-11,1228950000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
350000,Aalborg\x20BK,21,\u20AC350Th.,2009-06-09,1244498400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
500000,Aalborg\x20BK,21,\u20AC500Th.,2009-10-22,1256162400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
500000,Aalborg\x20BK,22,\u20AC500Th.,2010-06-02,1275429600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
450000,Aalborg\x20BK,23,\u20AC450Th.,2011-06-30,1309384800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
650000,Aalborg\x20BK,23,\u20AC650Th.,2012-01-01,1325372400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
650000,Aalborg\x20BK,24,\u20AC650Th.,2012-07-21,1342821600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
750000,Aalborg\x20BK,25,\u20AC750Th.,2013-06-17,1371420000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
750000,NEC\x20Nijmegen,26,\u20AC750Th.,2014-02-11,1392073200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F467.png\\x3Flm\\x3D1460302949\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
600000,NEC\x20Nijmegen,26,\u20AC600Th.,2014-08-15,1408053600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F467.png\\x3Flm\\x3D1460302949\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
1200000,KAA\x20Gent,26,\u20AC1.20m,2015-01-07,1420585200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F157.png\\x3Flm\\x3D1442954733\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
1500000,KAA\x20Gent,27,\u20AC1.50m,2015-06-24,1435096800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F157.png\\x3Flm\\x3D1442954733\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
2200000,KAA\x20Gent,27,\u20AC2.20m,2015-10-22,1445464800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F157.png\\x3Flm\\x3D1442954733\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
2500000,KAA\x20Gent,28,\u20AC2.50m,2016-02-07,1454799600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F157.png\\x3Flm\\x3D1442954733\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
2500000,KAA\x20Gent,28,\u20AC2.50m,2016-07-15,1468533600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F157.png\\x3Flm\\x3D1442954733\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
2000000,Malm\u00F6\x20FF,29,\u20AC2.00m,2017-01-21,1484953200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
1600000,Malm\u00F6\x20FF,29,\u20AC1.60m,2017-06-20,1497909600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
1500000,Malm\u00F6\x20FF,29,\u20AC1.50m,2017-11-17,1510873200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
1250000,Malm\u00F6\x20FF,30,\u20AC1.25m,2018-06-20,1529445600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
1250000,Malm\u00F6\x20FF,31,\u20AC1.25m,2019-01-16,1547593200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
1100000,Malm\u00F6\x20FF,31,\u20AC1.10m,2019-06-28,1561672800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
900000,Malm\u00F6\x20FF,31,\u20AC900Th.,2019-11-20,1574204400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
725000,Malm\u00F6\x20FF,32,\u20AC725Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
700000,Malm\u00F6\x20FF,32,\u20AC700Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
500000,Malm\u00F6\x20FF,32,\u20AC500Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
400000,Malm\u00F6\x20FF,33,\u20AC400Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
300000,Malm\u00F6\x20FF,33,\u20AC300Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F496.png\\x3Flm\\x3D1409230098\\x29'},https://www.transfermarkt.com/lasse-nielsen/profil/spieler/42913
50000,Esbjerg\x20fB,19,\u20AC50Th.,2015-09-02,1441144800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
50000,Esbjerg\x20fB,19,\u20AC50Th.,2016-01-21,1453330800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
100000,Esbjerg\x20fB,20,\u20AC100Th.,2016-08-12,1470952800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
250000,Esbjerg\x20fB,20,\u20AC250Th.,2016-12-12,1481497200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
200000,Esbjerg\x20fB,20,\u20AC200Th.,2017-06-21,1497996000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
150000,Esbjerg\x20fB,21,\u20AC150Th.,2017-12-18,1513551600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
250000,Odense\x20Boldklub,21,\u20AC250Th.,2018-06-02,1527890400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F173.png\\x3Flm\\x3D1518117592\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
400000,Odense\x20Boldklub,22,\u20AC400Th.,2018-12-21,1545346800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F173.png\\x3Flm\\x3D1518117592\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
400000,Odense\x20Boldklub,22,\u20AC400Th.,2019-06-08,1559944800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F173.png\\x3Flm\\x3D1518117592\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
600000,Odense\x20Boldklub,23,\u20AC600Th.,2019-12-22,1576969200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F173.png\\x3Flm\\x3D1518117592\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
475000,Odense\x20Boldklub,23,\u20AC475Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F173.png\\x3Flm\\x3D1518117592\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
600000,Odense\x20Boldklub,24,\u20AC600Th.,2020-07-31,1596146400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F173.png\\x3Flm\\x3D1518117592\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
500000,Odense\x20Boldklub,24,\u20AC500Th.,2020-12-23,1608678000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F173.png\\x3Flm\\x3D1518117592\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
700000,IFK\x20Norrk\u00F6ping,24,\u20AC700Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
700000,IFK\x20Norrk\u00F6ping,25,\u20AC700Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/marco-lund/profil/spieler/293324
100000,Kalmar\x20FF,17,\u20AC100Th.,2019-11-20,1574204400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3654.png\\x3Flm\\x3D1409382827\\x29'},https://www.transfermarkt.com/isak-jansson/profil/spieler/535820
350000,Kalmar\x20FF,18,\u20AC350Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3654.png\\x3Flm\\x3D1409382827\\x29'},https://www.transfermarkt.com/isak-jansson/profil/spieler/535820
350000,Kalmar\x20FF,18,\u20AC350Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3654.png\\x3Flm\\x3D1409382827\\x29'},https://www.transfermarkt.com/isak-jansson/profil/spieler/535820
400000,Kalmar\x20FF,19,\u20AC400Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3654.png\\x3Flm\\x3D1409382827\\x29'},https://www.transfermarkt.com/isak-jansson/profil/spieler/535820
700000,Kalmar\x20FF,19,\u20AC700Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3654.png\\x3Flm\\x3D1409382827\\x29'},https://www.transfermarkt.com/isak-jansson/profil/spieler/535820
50000,Esbjerg\x20fB,20,\u20AC50Th.,2008-01-01,1199142000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
300000,Esbjerg\x20fB,20,\u20AC300Th.,2008-02-21,1203548400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
600000,Esbjerg\x20fB,21,\u20AC600Th.,2008-06-09,1212962400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
800000,Esbjerg\x20fB,21,\u20AC800Th.,2008-07-29,1217282400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1000000,Esbjerg\x20fB,21,\u20AC1.00m,2008-12-16,1229382000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1200000,Esbjerg\x20fB,22,\u20AC1.20m,2009-06-08,1244412000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1500000,Esbjerg\x20fB,22,\u20AC1.50m,2009-10-14,1255471200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
2000000,Esbjerg\x20fB,22,\u20AC2.00m,2009-12-08,1260226800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
2000000,Esbjerg\x20fB,23,\u20AC2.00m,2010-05-31,1275256800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1500000,Esbjerg\x20fB,23,\u20AC1.50m,2010-08-09,1281304800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1500000,Esbjerg\x20fB,23,\u20AC1.50m,2010-12-07,1291676400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1250000,Esbjerg\x20fB,24,\u20AC1.25m,2011-06-30,1309384800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1250000,Esbjerg\x20fB,25,\u20AC1.25m,2012-07-21,1342821600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3426.png\\x3Flm\\x3D1588522725\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1500000,NEC\x20Nijmegen,25,\u20AC1.50m,2013-01-14,1358118000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F467.png\\x3Flm\\x3D1460302949\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1250000,NEC\x20Nijmegen,26,\u20AC1.25m,2013-06-18,1371506400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F467.png\\x3Flm\\x3D1460302949\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1250000,NEC\x20Nijmegen,26,\u20AC1.25m,2014-02-11,1392073200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F467.png\\x3Flm\\x3D1460302949\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
1250000,IFK\x20G\u00F6teborg,28,\u20AC1.25m,2015-04-11,1428703200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F801_1604213452.png\\x3Flm\\x3D1604213452\\x29'},https://www.transfermarkt.com/soren-rieks/profil/spieler/44471
